C,N,P,S,V,Ni,Nb,Al,Ti,Fe,Hf,Mo,Mn,Co,Si,Cr,Cu,DOI,url,SFE,Error,title,Author,temperature,experiment_type
0.3,0,0,0,0,0,0,0,0,72.2,0,0,27.5,0,0,0,0,10.1007/s11661-009-0050-8,http://link.springer.com/article/10.1007/s11661-009-0050-8,11.5,0,Derivation and Variation in Composition-Dependent Stacking Fault Energy Maps Based on Subregular Solution Model in High-Manganese Steels,"Saeed-Akbari, A.",300,Thermodynamic Modeling
0.9,0,0,0,0,0,0,0,0,79.1,0,0,20,0,0,0,0,10.1007/s11661-009-0050-8,http://link.springer.com/article/10.1007/s11661-009-0050-8,26,0,Derivation and Variation in Composition-Dependent Stacking Fault Energy Maps Based on Subregular Solution Model in High-Manganese Steels,"Saeed-Akbari, A.",300,Thermodynamic Modeling
0.9,0,0,0,0,0,0,0,0,81.6,0,0,17.5,0,0,0,0,10.1007/s11661-009-0050-8,http://link.springer.com/article/10.1007/s11661-009-0050-8,24.5,0,Derivation and Variation in Composition-Dependent Stacking Fault Energy Maps Based on Subregular Solution Model in High-Manganese Steels,"Saeed-Akbari, A.",300,Thermodynamic Modeling
0.9,0,0,0,0,0,0,0,0,84.1,0,0,15,0,0,0,0,10.1007/s11661-009-0050-8,http://link.springer.com/article/10.1007/s11661-009-0050-8,23.75,0,Derivation and Variation in Composition-Dependent Stacking Fault Energy Maps Based on Subregular Solution Model in High-Manganese Steels,"Saeed-Akbari, A.",300,Thermodynamic Modeling
0.6,0,0,0,0,0,0,0,0,77.4,0,0,22,0,0,0,0,10.1016/j.actamat.2014.04.062,http://www.sciencedirect.com/science/article/pii/S1359645414003255,47,0,Impact of nanodiffusion on the stacking fault energy in high-strength steels,"Hickel, T.",300,TEM
0.6,0,0,0,0,0,0,0,0,77.4,0,0,22,0,0,0,0,10.1016/j.actamat.2014.04.062,http://www.sciencedirect.com/science/article/pii/S1359645414003255,38,0,Impact of nanodiffusion on the stacking fault energy in high-strength steels,"Hickel, T.",313,TEM
0.004,0.003,0.025,0.001,0,15.6,0,0,0,64.317,0,2.5,0.03,0,0.02,17.5,0,10.1007/s11661-013-1943-0,http://link.springer.com/article/10.1007/s11661-013-1943-0,49.6,0.024596774,The Effect of Chemical Composition and Heat Treatment Conditions on Stacking Fault Energy for Fe-Cr-Ni Austenitic Stainless Steel,"Yonezawa, Toshio",300,TEM - WBDF
0.02,0.009,0.022,0.001,0,15.6,0,0,0,64.188,0,2.5,0.03,0,0.03,17.6,0,10.1007/s11661-013-1943-0,http://link.springer.com/article/10.1007/s11661-013-1943-0,50.8,0.026771654,The Effect of Chemical Composition and Heat Treatment Conditions on Stacking Fault Energy for Fe-Cr-Ni Austenitic Stainless Steel,"Yonezawa, Toshio",300,TEM - WBDF
0.02,0.002,0.027,0.002,0,14,0,0,0,66.409,0,2.4,0.03,0,0.01,17.1,0,10.1007/s11661-013-1943-0,http://link.springer.com/article/10.1007/s11661-013-1943-0,46.6,0.026180258,The Effect of Chemical Composition and Heat Treatment Conditions on Stacking Fault Energy for Fe-Cr-Ni Austenitic Stainless Steel,"Yonezawa, Toshio",300,TEM - WBDF
0.005,0.001,0.026,0.002,0,15.6,0,0,0,63.866,0,2.6,0.19,0,0.01,17.7,0,10.1007/s11661-013-1943-0,http://link.springer.com/article/10.1007/s11661-013-1943-0,49.8,0.02811245,The Effect of Chemical Composition and Heat Treatment Conditions on Stacking Fault Energy for Fe-Cr-Ni Austenitic Stainless Steel,"Yonezawa, Toshio",300,TEM - WBDF
0.016,0.008,0.025,0.002,0,10.8,0,0,0,68.899,0,0.3,0.85,0,0.1,19,0,10.1007/s11661-013-1943-0,http://link.springer.com/article/10.1007/s11661-013-1943-0,33.5,0.023880597,The Effect of Chemical Composition and Heat Treatment Conditions on Stacking Fault Energy for Fe-Cr-Ni Austenitic Stainless Steel,"Yonezawa, Toshio",300,TEM - WBDF
0.026,0.038,0.024,0.002,0,11.2,0,0,0,68.23,0,0.3,1.18,0,0.1,18.9,0,10.1007/s11661-013-1943-0,http://link.springer.com/article/10.1007/s11661-013-1943-0,34.5,0.027246377,The Effect of Chemical Composition and Heat Treatment Conditions on Stacking Fault Energy for Fe-Cr-Ni Austenitic Stainless Steel,"Yonezawa, Toshio",300,TEM - WBDF
0.003,0.004,0.025,0.002,0,12.1,0,0,0,68.232,0,2.6,0.02,0,0.014,17,0,10.1007/s11661-013-1943-0,http://link.springer.com/article/10.1007/s11661-013-1943-0,40.2,0.016915423,The Effect of Chemical Composition and Heat Treatment Conditions on Stacking Fault Energy for Fe-Cr-Ni Austenitic Stainless Steel,"Yonezawa, Toshio",300,TEM - WBDF
0.009,0.003,0.024,0.002,0,12.2,0,0,0,68.016,0,2.7,0.03,0,0.016,17,0,10.1007/s11661-013-1943-0,http://link.springer.com/article/10.1007/s11661-013-1943-0,40.8,0.020098039,The Effect of Chemical Composition and Heat Treatment Conditions on Stacking Fault Energy for Fe-Cr-Ni Austenitic Stainless Steel,"Yonezawa, Toshio",300,TEM - WBDF
0.018,0.004,0.027,0.002,0,12,0,0,0,68.305,0,2.7,0.03,0,0.014,16.9,0,10.1007/s11661-013-1943-0,http://link.springer.com/article/10.1007/s11661-013-1943-0,39.8,0.031155779,The Effect of Chemical Composition and Heat Treatment Conditions on Stacking Fault Energy for Fe-Cr-Ni Austenitic Stainless Steel,"Yonezawa, Toshio",300,TEM - WBDF
0.046,0.004,0.026,0.002,0,11.9,0,0,0,68.562,0,2.7,0.03,0,0.03,16.7,0,10.1007/s11661-013-1943-0,http://link.springer.com/article/10.1007/s11661-013-1943-0,39.3,0.022391858,The Effect of Chemical Composition and Heat Treatment Conditions on Stacking Fault Energy for Fe-Cr-Ni Austenitic Stainless Steel,"Yonezawa, Toshio",300,TEM - WBDF
0.075,0.003,0.024,0.002,0,12,0,0,0,68.236,0,2.6,0.03,0,0.03,17,0,10.1007/s11661-013-1943-0,http://link.springer.com/article/10.1007/s11661-013-1943-0,39.5,0.019746835,The Effect of Chemical Composition and Heat Treatment Conditions on Stacking Fault Energy for Fe-Cr-Ni Austenitic Stainless Steel,"Yonezawa, Toshio",300,TEM - WBDF
0.003,0.013,0.026,0.002,0,12,0,0,0,68.411,0,2.6,0.03,0,0.015,16.9,0,10.1007/s11661-013-1943-0,http://link.springer.com/article/10.1007/s11661-013-1943-0,38.7,0.016020672,The Effect of Chemical Composition and Heat Treatment Conditions on Stacking Fault Energy for Fe-Cr-Ni Austenitic Stainless Steel,"Yonezawa, Toshio",300,TEM - WBDF
0.003,0.023,0.026,0.002,0,12,0,0,0,68.226,0,2.7,0.03,0,0.19,16.8,0,10.1007/s11661-013-1943-0,http://link.springer.com/article/10.1007/s11661-013-1943-0,39,0.037435897,The Effect of Chemical Composition and Heat Treatment Conditions on Stacking Fault Energy for Fe-Cr-Ni Austenitic Stainless Steel,"Yonezawa, Toshio",300,TEM - WBDF
0.003,0.061,0.025,0.002,0,12.1,0,0,0,68.061,0,2.6,0.03,0,0.018,17.1,0,10.1007/s11661-013-1943-0,http://link.springer.com/article/10.1007/s11661-013-1943-0,38.5,0.02025974,The Effect of Chemical Composition and Heat Treatment Conditions on Stacking Fault Energy for Fe-Cr-Ni Austenitic Stainless Steel,"Yonezawa, Toshio",300,TEM - WBDF
0.003,0.087,0.026,0.002,0,11.8,0,0,0,68.723,0,2.5,0.03,0,0.029,16.8,0,10.1007/s11661-013-1943-0,http://link.springer.com/article/10.1007/s11661-013-1943-0,36.9,0.03197832,The Effect of Chemical Composition and Heat Treatment Conditions on Stacking Fault Energy for Fe-Cr-Ni Austenitic Stainless Steel,"Yonezawa, Toshio",300,TEM - WBDF
0.004,0.004,0.029,0.002,0,12,0,0,0,67.927,0,2.7,0.21,0,0.024,17.1,0,10.1007/s11661-013-1943-0,http://link.springer.com/article/10.1007/s11661-013-1943-0,39.1,0.037851662,The Effect of Chemical Composition and Heat Treatment Conditions on Stacking Fault Energy for Fe-Cr-Ni Austenitic Stainless Steel,"Yonezawa, Toshio",300,TEM - WBDF
0.003,0.041,0.027,0.002,0,12,0,0,0,68.297,0,2.7,0.21,0,0.02,16.7,0,10.1007/s11661-013-1943-0,http://link.springer.com/article/10.1007/s11661-013-1943-0,38.6,0.037305699,The Effect of Chemical Composition and Heat Treatment Conditions on Stacking Fault Energy for Fe-Cr-Ni Austenitic Stainless Steel,"Yonezawa, Toshio",300,TEM - WBDF
0.004,0.004,0.03,0.002,0,12,0,0,0,67.856,0,2.7,0.78,0,0.024,16.6,0,10.1007/s11661-013-1943-0,http://link.springer.com/article/10.1007/s11661-013-1943-0,40.8,0.02254902,The Effect of Chemical Composition and Heat Treatment Conditions on Stacking Fault Energy for Fe-Cr-Ni Austenitic Stainless Steel,"Yonezawa, Toshio",300,TEM - WBDF
0.003,0.042,0.026,0.002,0,11.9,0,0,0,67.607,0,2.6,0.8,0,0.02,17,0,10.1007/s11661-013-1943-0,http://link.springer.com/article/10.1007/s11661-013-1943-0,38.8,0.022164948,The Effect of Chemical Composition and Heat Treatment Conditions on Stacking Fault Energy for Fe-Cr-Ni Austenitic Stainless Steel,"Yonezawa, Toshio",300,TEM - WBDF
0.055,0.003,0.029,0.002,0,12,0,0,0,66.7,0,2.7,1.37,0,0.041,17.1,0,10.1007/s11661-013-1943-0,http://link.springer.com/article/10.1007/s11661-013-1943-0,41.9,0.023866348,The Effect of Chemical Composition and Heat Treatment Conditions on Stacking Fault Energy for Fe-Cr-Ni Austenitic Stainless Steel,"Yonezawa, Toshio",300,TEM - WBDF
0.004,0.046,0.024,0.002,0,12.1,0,0,0,66.644,0,2.5,1.46,0,0.02,17.2,0,10.1007/s11661-013-1943-0,http://link.springer.com/article/10.1007/s11661-013-1943-0,40.6,0.024630542,The Effect of Chemical Composition and Heat Treatment Conditions on Stacking Fault Energy for Fe-Cr-Ni Austenitic Stainless Steel,"Yonezawa, Toshio",300,TEM - WBDF
0.003,0.002,0.023,0.002,0,12,0,0,0,70.128,0,0.9,0.02,0,0.022,16.9,0,10.1007/s11661-013-1943-0,http://link.springer.com/article/10.1007/s11661-013-1943-0,36.1,0.019944598,The Effect of Chemical Composition and Heat Treatment Conditions on Stacking Fault Energy for Fe-Cr-Ni Austenitic Stainless Steel,"Yonezawa, Toshio",300,TEM - WBDF
0.003,0.001,0.023,0.002,0,12,0,0,0,70.761,0,0.32,0.02,0,0.02,16.85,0,10.1007/s11661-013-1943-0,http://link.springer.com/article/10.1007/s11661-013-1943-0,35.5,0.021971831,The Effect of Chemical Composition and Heat Treatment Conditions on Stacking Fault Energy for Fe-Cr-Ni Austenitic Stainless Steel,"Yonezawa, Toshio",300,TEM - WBDF
0.0006,0.001,0.02,0.001,0,15.32,0,0,0,64.4774,0,2.45,0.02,0,0.01,17.7,0,10.1007/s11661-013-1943-0,http://link.springer.com/article/10.1007/s11661-013-1943-0,49,0.019183673,The Effect of Chemical Composition and Heat Treatment Conditions on Stacking Fault Energy for Fe-Cr-Ni Austenitic Stainless Steel,"Yonezawa, Toshio",300,TEM - WBDF
0.002,0.0011,0.004,0.0004,0,15.75,0,0,0,64.9895,0,2.28,0.02,0,0.003,16.95,0,10.1007/s11661-013-1943-0,http://link.springer.com/article/10.1007/s11661-013-1943-0,49.7,0.010462777,The Effect of Chemical Composition and Heat Treatment Conditions on Stacking Fault Energy for Fe-Cr-Ni Austenitic Stainless Steel,"Yonezawa, Toshio",300,TEM - WBDF
0.002,0.0043,0.004,0.0024,0,15.72,0,0,0,60.8673,0,2.29,3.95,0,0.03,17.13,0,10.1007/s11661-013-1943-0,http://link.springer.com/article/10.1007/s11661-013-1943-0,52,0.005,The Effect of Chemical Composition and Heat Treatment Conditions on Stacking Fault Energy for Fe-Cr-Ni Austenitic Stainless Steel,"Yonezawa, Toshio",300,TEM - WBDF
0.003,0.0071,0.004,0.0002,0,15.4,0,0,0,69.1557,0,2.29,0.03,0,0.02,13.09,0,10.1007/s11661-013-1943-0,http://link.springer.com/article/10.1007/s11661-013-1943-0,46.8,0.011965812,The Effect of Chemical Composition and Heat Treatment Conditions on Stacking Fault Energy for Fe-Cr-Ni Austenitic Stainless Steel,"Yonezawa, Toshio",300,TEM - WBDF
0.074,0.004,0.004,0.0002,0,15.65,0,0,0,64.9178,0,2.28,0.02,0,0.03,17.02,0,10.1007/s11661-013-1943-0,http://link.springer.com/article/10.1007/s11661-013-1943-0,48.9,0.012678937,The Effect of Chemical Composition and Heat Treatment Conditions on Stacking Fault Energy for Fe-Cr-Ni Austenitic Stainless Steel,"Yonezawa, Toshio",300,TEM - WBDF
0.002,0.0974,0.004,0.0005,0,15.56,0,0,0,65.0561,0,2.29,0.01,0,0.03,16.95,0,10.1007/s11661-013-1943-0,http://link.springer.com/article/10.1007/s11661-013-1943-0,46.3,0.018142549,The Effect of Chemical Composition and Heat Treatment Conditions on Stacking Fault Energy for Fe-Cr-Ni Austenitic Stainless Steel,"Yonezawa, Toshio",300,TEM - WBDF
0.003,0.0069,0.004,0.0003,0,15.51,0,0,0,66.9658,0,2.31,0.03,0,1.82,13.35,0,10.1007/s11661-013-1943-0,http://link.springer.com/article/10.1007/s11661-013-1943-0,43.4,0.016589862,The Effect of Chemical Composition and Heat Treatment Conditions on Stacking Fault Energy for Fe-Cr-Ni Austenitic Stainless Steel,"Yonezawa, Toshio",300,TEM - WBDF
0.05,0.042,0.017,0.001,0,19.85,0,0,0,52.98,0,0.04,1.83,0,1.08,24.11,0,10.1007/s11661-013-1943-0,http://link.springer.com/article/10.1007/s11661-013-1943-0,53.1,0.03992467,The Effect of Chemical Composition and Heat Treatment Conditions on Stacking Fault Energy for Fe-Cr-Ni Austenitic Stainless Steel,"Yonezawa, Toshio",300,TEM - WBDF
0.05,0.04,0.023,0.001,0,13.11,0,0,0,66.256,0,2.11,1.81,0,0.52,16.08,0,10.1007/s11661-013-1943-0,http://link.springer.com/article/10.1007/s11661-013-1943-0,43.1,0.013457077,The Effect of Chemical Composition and Heat Treatment Conditions on Stacking Fault Energy for Fe-Cr-Ni Austenitic Stainless Steel,"Yonezawa, Toshio",300,TEM - WBDF
0.018,0.1,0.027,0.0013,0,12.5,0,0,0,67.2737,0,2.3,0.83,0,0.49,16.46,0,10.1007/s11661-013-1943-0,http://link.springer.com/article/10.1007/s11661-013-1943-0,39.5,0.021265823,The Effect of Chemical Composition and Heat Treatment Conditions on Stacking Fault Energy for Fe-Cr-Ni Austenitic Stainless Steel,"Yonezawa, Toshio",300,TEM - WBDF
0.02,0.02,0.023,0.002,0,10.22,0,0,0,69.545,0,0.01,1.03,0,0.57,18.56,0,10.1007/s11661-013-1943-0,http://link.springer.com/article/10.1007/s11661-013-1943-0,32.4,0.02654321,The Effect of Chemical Composition and Heat Treatment Conditions on Stacking Fault Energy for Fe-Cr-Ni Austenitic Stainless Steel,"Yonezawa, Toshio",300,TEM - WBDF
0.02,0.094,0.025,0.002,0,12.89,0,0,0,66.679,0,2.39,0.81,0,0.5,16.59,0,10.1007/s11661-013-1943-0,http://link.springer.com/article/10.1007/s11661-013-1943-0,40.5,0.026666667,The Effect of Chemical Composition and Heat Treatment Conditions on Stacking Fault Energy for Fe-Cr-Ni Austenitic Stainless Steel,"Yonezawa, Toshio",300,TEM - WBDF
0.004,0.003,0.025,0.001,0,15.6,0,0,0,64.317,0,2.5,0.03,0,0.02,17.5,0,10.1007/s11661-013-1943-0,http://link.springer.com/article/10.1007/s11661-013-1943-0,50.6,0.019367589,The Effect of Chemical Composition and Heat Treatment Conditions on Stacking Fault Energy for Fe-Cr-Ni Austenitic Stainless Steel,"Yonezawa, Toshio",300,TEM - WBDF
0.02,0.009,0.022,0.001,0,15.6,0,0,0,64.188,0,2.5,0.03,0,0.03,17.6,0,10.1007/s11661-013-1943-0,http://link.springer.com/article/10.1007/s11661-013-1943-0,51.3,0.030409357,The Effect of Chemical Composition and Heat Treatment Conditions on Stacking Fault Energy for Fe-Cr-Ni Austenitic Stainless Steel,"Yonezawa, Toshio",300,TEM - WBDF
0.02,0.002,0.027,0.002,0,14,0,0,0,66.409,0,2.4,0.03,0,0.01,17.1,0,10.1007/s11661-013-1943-0,http://link.springer.com/article/10.1007/s11661-013-1943-0,47.3,0.016490486,The Effect of Chemical Composition and Heat Treatment Conditions on Stacking Fault Energy for Fe-Cr-Ni Austenitic Stainless Steel,"Yonezawa, Toshio",300,TEM - WBDF
0.005,0.001,0.026,0.002,0,15.6,0,0,0,63.866,0,2.6,0.19,0,0.01,17.7,0,10.1007/s11661-013-1943-0,http://link.springer.com/article/10.1007/s11661-013-1943-0,51.2,0.0125,The Effect of Chemical Composition and Heat Treatment Conditions on Stacking Fault Energy for Fe-Cr-Ni Austenitic Stainless Steel,"Yonezawa, Toshio",300,TEM - WBDF
0.016,0.008,0.025,0.002,0,10.8,0,0,0,68.899,0,0.3,0.85,0,0.1,19,0,10.1007/s11661-013-1943-0,http://link.springer.com/article/10.1007/s11661-013-1943-0,34.1,0.025806452,The Effect of Chemical Composition and Heat Treatment Conditions on Stacking Fault Energy for Fe-Cr-Ni Austenitic Stainless Steel,"Yonezawa, Toshio",300,TEM - WBDF
0.026,0.038,0.024,0.002,0,11.2,0,0,0,68.23,0,0.3,1.18,0,0.1,18.9,0,10.1007/s11661-013-1943-0,http://link.springer.com/article/10.1007/s11661-013-1943-0,34.7,0.014409222,The Effect of Chemical Composition and Heat Treatment Conditions on Stacking Fault Energy for Fe-Cr-Ni Austenitic Stainless Steel,"Yonezawa, Toshio",300,TEM - WBDF
0.003,0.004,0.025,0.002,0,12.1,0,0,0,68.232,0,2.6,0.02,0,0.014,17,0,10.1007/s11661-013-1943-0,http://link.springer.com/article/10.1007/s11661-013-1943-0,41,0.016585366,The Effect of Chemical Composition and Heat Treatment Conditions on Stacking Fault Energy for Fe-Cr-Ni Austenitic Stainless Steel,"Yonezawa, Toshio",300,TEM - WBDF
0.009,0.003,0.024,0.002,0,12.2,0,0,0,68.016,0,2.7,0.03,0,0.016,17,0,10.1007/s11661-013-1943-0,http://link.springer.com/article/10.1007/s11661-013-1943-0,41.2,0.027669903,The Effect of Chemical Composition and Heat Treatment Conditions on Stacking Fault Energy for Fe-Cr-Ni Austenitic Stainless Steel,"Yonezawa, Toshio",300,TEM - WBDF
0.018,0.004,0.027,0.002,0,12,0,0,0,68.305,0,2.7,0.03,0,0.014,16.9,0,10.1007/s11661-013-1943-0,http://link.springer.com/article/10.1007/s11661-013-1943-0,41,0.023414634,The Effect of Chemical Composition and Heat Treatment Conditions on Stacking Fault Energy for Fe-Cr-Ni Austenitic Stainless Steel,"Yonezawa, Toshio",300,TEM - WBDF
0.046,0.004,0.026,0.002,0,11.9,0,0,0,68.562,0,2.7,0.03,0,0.03,16.7,0,10.1007/s11661-013-1943-0,http://link.springer.com/article/10.1007/s11661-013-1943-0,40.4,0.01980198,The Effect of Chemical Composition and Heat Treatment Conditions on Stacking Fault Energy for Fe-Cr-Ni Austenitic Stainless Steel,"Yonezawa, Toshio",300,TEM - WBDF
0.075,0.003,0.024,0.002,0,12,0,0,0,68.236,0,2.6,0.03,0,0.03,17,0,10.1007/s11661-013-1943-0,http://link.springer.com/article/10.1007/s11661-013-1943-0,40.4,0.018316832,The Effect of Chemical Composition and Heat Treatment Conditions on Stacking Fault Energy for Fe-Cr-Ni Austenitic Stainless Steel,"Yonezawa, Toshio",300,TEM - WBDF
0.003,0.013,0.026,0.002,0,12,0,0,0,68.411,0,2.6,0.03,0,0.015,16.9,0,10.1007/s11661-013-1943-0,http://link.springer.com/article/10.1007/s11661-013-1943-0,40,0.028,The Effect of Chemical Composition and Heat Treatment Conditions on Stacking Fault Energy for Fe-Cr-Ni Austenitic Stainless Steel,"Yonezawa, Toshio",300,TEM - WBDF
0.003,0.023,0.026,0.002,0,12,0,0,0,68.226,0,2.7,0.03,0,0.19,16.8,0,10.1007/s11661-013-1943-0,http://link.springer.com/article/10.1007/s11661-013-1943-0,40.2,0.037810945,The Effect of Chemical Composition and Heat Treatment Conditions on Stacking Fault Energy for Fe-Cr-Ni Austenitic Stainless Steel,"Yonezawa, Toshio",300,TEM - WBDF
0.003,0.061,0.025,0.002,0,12.1,0,0,0,68.061,0,2.6,0.03,0,0.018,17.1,0,10.1007/s11661-013-1943-0,http://link.springer.com/article/10.1007/s11661-013-1943-0,39.9,0.02406015,The Effect of Chemical Composition and Heat Treatment Conditions on Stacking Fault Energy for Fe-Cr-Ni Austenitic Stainless Steel,"Yonezawa, Toshio",300,TEM - WBDF
0.003,0.087,0.026,0.002,0,11.8,0,0,0,68.723,0,2.5,0.03,0,0.029,16.8,0,10.1007/s11661-013-1943-0,http://link.springer.com/article/10.1007/s11661-013-1943-0,38.1,0.035170604,The Effect of Chemical Composition and Heat Treatment Conditions on Stacking Fault Energy for Fe-Cr-Ni Austenitic Stainless Steel,"Yonezawa, Toshio",300,TEM - WBDF
0.004,0.004,0.029,0.002,0,12,0,0,0,67.927,0,2.7,0.21,0,0.024,17.1,0,10.1007/s11661-013-1943-0,http://link.springer.com/article/10.1007/s11661-013-1943-0,40.4,0.017821782,The Effect of Chemical Composition and Heat Treatment Conditions on Stacking Fault Energy for Fe-Cr-Ni Austenitic Stainless Steel,"Yonezawa, Toshio",300,TEM - WBDF
0.003,0.041,0.027,0.002,0,12,0,0,0,68.297,0,2.7,0.21,0,0.02,16.7,0,10.1007/s11661-013-1943-0,http://link.springer.com/article/10.1007/s11661-013-1943-0,39.5,0.02835443,The Effect of Chemical Composition and Heat Treatment Conditions on Stacking Fault Energy for Fe-Cr-Ni Austenitic Stainless Steel,"Yonezawa, Toshio",300,TEM - WBDF
0.004,0.004,0.03,0.002,0,12,0,0,0,67.856,0,2.7,0.78,0,0.024,16.6,0,10.1007/s11661-013-1943-0,http://link.springer.com/article/10.1007/s11661-013-1943-0,41.2,0.014563107,The Effect of Chemical Composition and Heat Treatment Conditions on Stacking Fault Energy for Fe-Cr-Ni Austenitic Stainless Steel,"Yonezawa, Toshio",300,TEM - WBDF
0.003,0.042,0.026,0.002,0,11.9,0,0,0,67.607,0,2.6,0.8,0,0.02,17,0,10.1007/s11661-013-1943-0,http://link.springer.com/article/10.1007/s11661-013-1943-0,39.7,0.029219144,The Effect of Chemical Composition and Heat Treatment Conditions on Stacking Fault Energy for Fe-Cr-Ni Austenitic Stainless Steel,"Yonezawa, Toshio",300,TEM - WBDF
0.055,0.003,0.029,0.002,0,12,0,0,0,66.7,0,2.7,1.37,0,0.041,17.1,0,10.1007/s11661-013-1943-0,http://link.springer.com/article/10.1007/s11661-013-1943-0,42.7,0.019672131,The Effect of Chemical Composition and Heat Treatment Conditions on Stacking Fault Energy for Fe-Cr-Ni Austenitic Stainless Steel,"Yonezawa, Toshio",300,TEM - WBDF
0.004,0.046,0.024,0.002,0,12.1,0,0,0,66.644,0,2.5,1.46,0,0.02,17.2,0,10.1007/s11661-013-1943-0,http://link.springer.com/article/10.1007/s11661-013-1943-0,41.5,0.024578313,The Effect of Chemical Composition and Heat Treatment Conditions on Stacking Fault Energy for Fe-Cr-Ni Austenitic Stainless Steel,"Yonezawa, Toshio",300,TEM - WBDF
0.003,0.002,0.023,0.002,0,12,0,0,0,70.128,0,0.9,0.02,0,0.022,16.9,0,10.1007/s11661-013-1943-0,http://link.springer.com/article/10.1007/s11661-013-1943-0,36.8,0.019565217,The Effect of Chemical Composition and Heat Treatment Conditions on Stacking Fault Energy for Fe-Cr-Ni Austenitic Stainless Steel,"Yonezawa, Toshio",300,TEM - WBDF
0.003,0.001,0.023,0.002,0,12,0,0,0,70.761,0,0.32,0.02,0,0.02,16.85,0,10.1007/s11661-013-1943-0,http://link.springer.com/article/10.1007/s11661-013-1943-0,36.3,0.01707989,The Effect of Chemical Composition and Heat Treatment Conditions on Stacking Fault Energy for Fe-Cr-Ni Austenitic Stainless Steel,"Yonezawa, Toshio",300,TEM - WBDF
0.0006,0.001,0.02,0.001,0,15.32,0,0,0,64.4774,0,2.45,0.02,0,0.01,17.7,0,10.1007/s11661-013-1943-0,http://link.springer.com/article/10.1007/s11661-013-1943-0,49.7,0.0277666,The Effect of Chemical Composition and Heat Treatment Conditions on Stacking Fault Energy for Fe-Cr-Ni Austenitic Stainless Steel,"Yonezawa, Toshio",300,TEM - WBDF
0.002,0.0011,0.004,0.0004,0,15.75,0,0,0,64.9895,0,2.28,0.02,0,0.003,16.95,0,10.1007/s11661-013-1943-0,http://link.springer.com/article/10.1007/s11661-013-1943-0,50.3,0.013121272,The Effect of Chemical Composition and Heat Treatment Conditions on Stacking Fault Energy for Fe-Cr-Ni Austenitic Stainless Steel,"Yonezawa, Toshio",300,TEM - WBDF
0.002,0.0043,0.004,0.0024,0,15.72,0,0,0,60.8673,0,2.29,3.95,0,0.03,17.13,0,10.1007/s11661-013-1943-0,http://link.springer.com/article/10.1007/s11661-013-1943-0,52.5,0.0039,The Effect of Chemical Composition and Heat Treatment Conditions on Stacking Fault Energy for Fe-Cr-Ni Austenitic Stainless Steel,"Yonezawa, Toshio",300,TEM - WBDF
0.003,0.0071,0.004,0.0002,0,15.4,0,0,0,69.1557,0,2.29,0.03,0,0.02,13.09,0,10.1007/s11661-013-1943-0,http://link.springer.com/article/10.1007/s11661-013-1943-0,48,0.015416667,The Effect of Chemical Composition and Heat Treatment Conditions on Stacking Fault Energy for Fe-Cr-Ni Austenitic Stainless Steel,"Yonezawa, Toshio",300,TEM - WBDF
0.074,0.004,0.004,0.0002,0,15.65,0,0,0,64.9178,0,2.28,0.02,0,0.03,17.02,0,10.1007/s11661-013-1943-0,http://link.springer.com/article/10.1007/s11661-013-1943-0,49.8,0.016465863,The Effect of Chemical Composition and Heat Treatment Conditions on Stacking Fault Energy for Fe-Cr-Ni Austenitic Stainless Steel,"Yonezawa, Toshio",300,TEM - WBDF
0.002,0.0974,0.004,0.0005,0,15.56,0,0,0,65.0561,0,2.29,0.01,0,0.03,16.95,0,10.1007/s11661-013-1943-0,http://link.springer.com/article/10.1007/s11661-013-1943-0,48,0.022916667,The Effect of Chemical Composition and Heat Treatment Conditions on Stacking Fault Energy for Fe-Cr-Ni Austenitic Stainless Steel,"Yonezawa, Toshio",300,TEM - WBDF
0.003,0.0069,0.004,0.0003,0,15.51,0,0,0,66.9658,0,2.31,0.03,0,1.82,13.35,0,10.1007/s11661-013-1943-0,http://link.springer.com/article/10.1007/s11661-013-1943-0,44,0.020909091,The Effect of Chemical Composition and Heat Treatment Conditions on Stacking Fault Energy for Fe-Cr-Ni Austenitic Stainless Steel,"Yonezawa, Toshio",300,TEM - WBDF
0.05,0.042,0.017,0.001,0,19.85,0,0,0,52.98,0,0.04,1.83,0,1.08,24.11,0,10.1007/s11661-013-1943-0,http://link.springer.com/article/10.1007/s11661-013-1943-0,53.6,0.021268657,The Effect of Chemical Composition and Heat Treatment Conditions on Stacking Fault Energy for Fe-Cr-Ni Austenitic Stainless Steel,"Yonezawa, Toshio",300,TEM - WBDF
0.05,0.04,0.023,0.001,0,13.11,0,0,0,66.256,0,2.11,1.81,0,0.52,16.08,0,10.1007/s11661-013-1943-0,http://link.springer.com/article/10.1007/s11661-013-1943-0,44,0.012727273,The Effect of Chemical Composition and Heat Treatment Conditions on Stacking Fault Energy for Fe-Cr-Ni Austenitic Stainless Steel,"Yonezawa, Toshio",300,TEM - WBDF
0.018,0.1,0.027,0.0013,0,12.5,0,0,0,67.2737,0,2.3,0.83,0,0.49,16.46,0,10.1007/s11661-013-1943-0,http://link.springer.com/article/10.1007/s11661-013-1943-0,41.1,0.02189781,The Effect of Chemical Composition and Heat Treatment Conditions on Stacking Fault Energy for Fe-Cr-Ni Austenitic Stainless Steel,"Yonezawa, Toshio",300,TEM - WBDF
